pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
1241,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",296-2,Exists only as a minor allophone,,,297,2,,1
1242,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",296-3,Exists only in loanwords,,,297,3,,1
1243,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",296-4,Does not exist,,,297,4,,1
1245,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",297-2,Exists only as a minor allophone,,,298,2,,1
1246,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",297-3,Exists only in loanwords,,,298,3,,1
1247,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",297-4,Does not exist,,,298,4,,1
1249,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",298-2,Exists only as a minor allophone,,,299,2,,1
1250,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",298-3,Exists only in loanwords,,,299,3,,1
1251,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",298-4,Does not exist,,,299,4,,1
1252,"{""color"": ""FC3535"", ""icon"": ""pie-100-FC3535.png""}",299-1,Exists (as a major allophone),,,300,1,,1
1253,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",299-2,Exists only as a minor allophone,,,300,2,,1
1255,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",299-4,Does not exist,,,300,4,,1
1257,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",300-2,Exists only as a minor allophone,,,301,2,,1
1258,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",300-3,Exists only in loanwords,,,301,3,,1
1259,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",300-4,Does not exist,,,301,4,,1
1261,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",301-2,Exists only as a minor allophone,,,302,2,,1
1262,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",301-3,Exists only in loanwords,,,302,3,,1
1263,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",301-4,Does not exist,,,302,4,,1
1265,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",302-2,Exists only as a minor allophone,,,303,2,,1
1266,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",302-3,Exists only in loanwords,,,303,3,,1
1267,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",302-4,Does not exist,,,303,4,,1
1269,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",303-2,Exists only as a minor allophone,,,304,2,,1
1270,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",303-3,Exists only in loanwords,,,304,3,,1
1273,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",304-2,Exists only as a minor allophone,,,305,2,,1
1274,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",304-3,Exists only in loanwords,,,305,3,,1
1275,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",304-4,Does not exist,,,305,4,,1
1277,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",305-2,Exists only as a minor allophone,,,306,2,,1
1278,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",305-3,Exists only in loanwords,,,306,3,,1
1279,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",305-4,Does not exist,,,306,4,,1
1281,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",306-2,Exists only as a minor allophone,,,307,2,,1
1282,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",306-3,Exists only in loanwords,,,307,3,,1
1283,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",306-4,Does not exist,,,307,4,,1
1285,"{""color"": ""FFB6C1"", ""icon"": ""pie-100-FFB6C1.png""}",307-2,Exists only as a minor allophone,,,308,2,,1
1286,"{""color"": ""F7F713"", ""icon"": ""pie-100-F7F713.png""}",307-3,Exists only in loanwords,,,308,3,,1
1287,"{""color"": ""FFFFFF"", ""icon"": ""pie-100-FFFFFF.png""}",307-4,Does not exist,,,308,4,,1
1360,"{""color"": ""808080"", ""icon"": ""pie-100-808080.png""}",324-4,Not applicable (because there are no schools in the area),,,325,4,,1
